PctBachDeg25_Over,incidenceRate,PctHS25_Over,povertyPercent,PctPublicCoverageAlone,PctPrivateCoverage,PctUnemployed16_Over,PctHS18_24,deathRate
9.7,397.4,42.4,20.1,27.8,51.8,4.4,42.2,179.4789096813824
14.7,408.9,40.1,9.8,13.1,74.9,4.7,50.0,166.005485337937
10.0,400.8,39.4,39.9,30.1,47.9,22.6,29.9,201.7744704836552
7.3,353.8,34.1,20.2,20.1,53.0,6.6,35.3,168.14804107653157
10.3,444.5,37.9,26.6,27.5,52.1,10.3,33.7,193.02537426332663
11.1,297.2,27.9,21.0,16.3,52.7,13.2,38.1,155.3708954661396
10.9,372.1,37.3,25.9,24.9,53.6,6.4,38.1,174.87740835482364
12.5,433.4,30.9,17.5,22.9,54.3,6.8,38.4,177.7023873625111
16.7,454.3,33.0,6.2,8.7,83.8,6.1,41.3,164.83192334467637
16.9,339.0,25.4,19.2,29.3,47.3,10.7,36.4,156.14782696770925
25.4,495.7,20.1,10.0,11.3,79.0,7.5,26.8,160.81619298211967
12.3,456.7,44.5,10.8,15.5,74.2,4.2,38.6,177.53341679849447
8.6,523.2,41.2,26.0,23.8,60.1,9.1,31.7,209.14927377886
10.1,477.0,34.0,15.3,18.2,60.3,7.7,36.2,187.32095644818676
8.6,463.2,47.7,14.3,15.3,70.4,5.6,23.6,183.4689362780499
10.1,454.2,40.5,17.8,17.7,59.5,6.3,40.7,187.3572833754221
8.9,456.7,46.2,12.1,16.8,71.3,7.0,33.7,183.3022580131951
13.8,526.9,32.3,11.4,13.6,73.1,9.7,42.9,191.36299328319507
16.8,440.9,32.5,9.6,10.6,78.9,3.8,39.8,163.38764902772272
6.6,512.7,38.5,43.0,36.3,36.3,19.2,47.0,235.89740592036648
15.4,450.4,37.6,9.1,23.2,67.9,4.9,39.3,171.58889300760313
14.7,364.0,35.1,13.9,22.7,60.2,6.4,25.4,154.85369313584357
9.7,414.5,39.7,12.1,15.2,71.1,9.7,48.5,176.9663472406007
10.2,477.6,38.6,17.8,20.1,59.8,9.0,29.5,190.0259011996894
16.8,445.5,33.1,10.0,13.0,72.8,5.5,36.9,166.29533411632343
7.9,495.8,34.8,31.2,26.2,54.5,12.0,31.5,208.3060661668422
6.6,504.8,35.6,34.2,34.0,45.2,9.8,31.5,214.79296247382808
8.5,422.1,42.1,18.7,23.5,58.1,7.6,38.1,184.08383680352964
18.8,458.3,26.5,9.8,12.4,77.9,7.5,36.1,164.49135145747067
11.1,416.1,35.4,16.5,21.6,65.3,12.0,41.0,178.27527591273756
13.7,476.0,32.0,19.4,20.9,60.6,11.8,33.9,187.8775046699459
12.1,486.8,31.4,15.6,18.2,62.3,9.1,30.1,185.45655988171393
19.7,464.9,34.2,10.0,13.5,78.5,3.9,32.5,164.8317158274973
16.1,468.0,24.9,22.5,22.3,59.4,13.7,22.8,181.762837994368
14.7,428.1,32.1,15.3,16.8,65.2,7.0,37.1,170.73467265342168
24.0,439.7,32.0,9.5,12.4,78.6,4.4,13.4,148.89750199632576
12.6,433.1,46.6,10.2,12.2,78.6,2.9,29.6,168.25931847717973
20.4,516.8,29.9,13.6,15.5,65.8,7.0,40.3,182.5877762394729
10.5,467.9,39.2,24.5,26.5,46.3,9.6,37.5,198.29776375924797
4.3,549.3,48.6,29.8,31.1,49.2,11.8,57.4,235.7965527785935
12.4,459.2,39.4,14.4,17.0,69.4,6.5,46.9,183.4060219847027
9.7,475.6,37.3,11.1,15.6,75.0,4.8,31.6,179.76575118635435
9.3,383.0,31.2,13.5,13.8,58.4,2.5,32.0,161.5276253833214
7.3,497.2,44.0,16.1,20.9,60.9,7.8,41.0,200.17632693233867
9.3,497.9,43.7,14.3,20.2,64.4,7.5,51.3,199.06509621859934
8.1,420.7,37.2,13.8,19.2,57.9,5.4,28.5,174.34735968092
18.5,453.5494221,29.6,15.8,11.8,78.2,6.2,24.2,165.10371381251807
20.1,400.2,24.4,7.9,11.0,73.0,4.9,24.3,144.56065534176355
15.6,446.1,36.5,10.6,14.3,77.2,5.5,33.8,167.75534435149876
23.2,435.9,25.2,6.5,10.4,81.6,5.8,29.0,148.7407946038444
20.8,503.1,29.3,11.5,12.4,76.5,4.4,31.2,171.29220648064984
35.8,443.4,16.4,5.6,7.4,86.6,4.2,30.4,132.53355708593506
9.0,515.4,42.1,19.4,23.0,58.0,10.6,41.4,206.55917504349938
13.5,327.2,31.1,10.4,10.3,78.8,1.7,31.4,138.95542140527004
25.5,429.3,26.7,7.2,8.9,82.0,3.7,35.0,146.48503862250382
15.7,428.8,29.9,10.1,12.5,72.7,7.6,27.7,161.31763256887433
14.9,438.1,31.1,20.6,22.0,50.9,7.9,29.0,177.2442223113256
9.8,385.4,29.4,20.6,21.0,54.7,7.5,39.7,172.5029575137463
26.4,436.7,21.3,8.3,12.2,77.1,5.9,28.5,146.496691778952
11.3,453.5494221,39.4,13.5,15.8,74.8,2.5,24.6,172.78669568799864
19.2,438.8,26.0,22.5,20.9,63.5,8.8,30.8,171.54265039525876
17.5,432.0,34.3,13.2,10.4,80.1,0.7,59.2,167.63859197453814
12.7,460.2,35.5,17.5,20.5,59.6,6.8,34.2,182.62241179673453
17.5,425.7,30.5,7.6,5.9,83.3,2.8,26.8,151.85417991576048
8.4,475.7,35.1,27.1,25.4,48.6,10.5,38.8,202.79638819307496
20.0,479.1,31.3,12.0,17.2,72.5,6.1,28.7,169.45870631786138
29.8,488.5,22.5,5.0,7.5,84.0,6.3,25.9,150.14177733507685
10.1,307.1,32.7,28.1,27.5,41.2,8.1,34.0,163.98860649293772
7.5,453.5494221,35.4,18.5,19.1,59.9,9.5,28.9,186.91101632916622
19.0,434.6,27.9,20.6,15.9,67.6,6.8,23.1,165.6894337449693
14.6,327.0,38.6,14.6,9.7,69.4,1.1,33.9,145.71892192036483
19.2,394.6,27.9,14.0,15.2,59.2,6.0,32.8,155.8513691472426
15.4,355.6,34.3,9.5,14.4,66.8,4.3,35.1,148.6382568466492
10.6,420.0,44.2,12.3,18.5,67.1,6.9,32.7,173.79972829714
11.1,425.4,41.2,13.0,17.3,63.7,12.3,53.1,183.4582080554761
10.9,389.8,32.7,19.3,21.6,50.6,5.2,15.1,164.95823632983553
15.0,494.2,34.9,14.7,17.5,68.7,7.8,40.6,185.94517265257986
29.0,414.8,14.9,18.9,14.8,75.4,8.6,13.1,142.49739274096748
9.3,447.7,34.8,22.8,26.1,51.7,10.7,48.4,195.10553868690093
7.7,454.5,43.3,18.4,17.1,66.3,6.6,37.8,189.3807334007278
6.8,467.1,42.9,20.6,30.4,53.4,5.2,8.6,188.3171386864176
15.2,403.1,28.5,6.9,7.3,81.3,1.7,41.0,151.873016835721
10.2,386.3,43.9,10.2,14.8,76.8,6.7,39.4,165.27785953411566
13.6,507.2,35.1,13.4,16.0,72.9,7.6,29.9,185.1416246939618
11.4,513.5,38.8,11.3,12.9,77.0,6.9,36.6,189.0118847521912
14.0,486.5,41.4,15.1,19.4,69.5,8.3,35.2,186.78618173628362
8.6,473.5,40.7,28.2,27.2,49.4,13.5,41.4,207.61764532757363
15.7,358.7,39.1,11.7,14.6,69.3,4.5,51.6,156.87673311149425
13.9,410.4,33.1,18.7,20.2,58.0,5.9,22.3,167.2345440422217
13.9,431.4,34.3,10.3,21.0,68.9,9.3,29.0,168.0600223804417
12.5,461.5,39.2,15.1,21.1,67.2,9.6,36.4,183.77148618395105
5.5,1206.9,37.4,24.3,22.5,59.6,11.7,45.1,359.17864067291674
12.7,453.5494221,28.0,13.9,15.2,72.8,1.9,23.2,166.9652515135876
12.2,461.6,35.4,14.8,17.7,66.2,10.5,31.8,181.5882630395527
9.7,409.3,24.8,24.9,25.7,55.9,13.0,30.7,179.9684275709083
5.6,355.4,36.7,23.6,23.3,54.9,12.6,39.9,178.4762101256719
12.0,468.5,43.9,11.9,13.3,72.6,6.9,47.2,185.12309952153
6.5,495.0,36.5,23.5,19.9,62.4,11.4,34.4,203.0983483107803
19.0,430.4,32.9,13.2,16.0,75.5,3.0,28.8,159.18913035756492
11.9,375.8,27.0,23.4,29.4,49.6,7.6,28.7,167.9873852323263
6.9,437.1,44.7,24.0,31.1,49.6,7.2,35.5,194.7045779835776
13.4,508.2,44.0,16.2,16.6,70.1,5.2,37.0,192.08219764624295
10.3,387.4,32.6,25.1,23.9,54.0,6.9,34.6,175.48163098163894
9.4,343.0,25.0,22.6,26.3,51.6,13.1,32.0,165.84783452609423
15.4,442.4,37.8,20.8,21.1,61.0,8.4,32.7,179.91178302693817
12.2,488.8,38.1,17.2,22.7,63.0,8.6,36.5,191.21992440360907
17.1,429.6,25.6,18.1,17.7,60.9,7.2,28.3,166.75621487160493
9.0,425.7,41.3,20.7,21.3,50.2,11.7,42.9,190.60301656060582
18.3,411.9,31.8,6.9,15.0,77.3,2.5,33.2,151.45628859947797
14.9,362.3,39.7,12.3,13.2,71.2,0.8,20.5,147.50632641573782
14.5,466.2,39.7,11.2,14.8,76.1,5.4,37.8,176.0216920740079
17.9,477.6,30.5,13.7,15.3,69.1,10.3,34.5,176.78457612615892
11.5,520.4,42.3,10.3,10.8,80.4,1.2,21.3,182.38641770046274
13.8,403.5,35.4,9.8,11.3,74.2,5.4,35.5,160.22596288172383
12.4,444.7,31.7,13.3,16.5,61.2,7.3,37.6,175.8180109667804
22.7,414.0,26.6,12.5,17.5,63.1,6.8,39.0,156.7159402320031
10.0,453.5494221,35.7,12.5,11.6,75.9,3.2,36.6,175.28464080776817
22.9,497.0,24.1,8.3,10.0,79.6,6.8,32.0,164.62699033411658
12.1,467.0,38.2,13.9,24.4,63.6,8.5,36.9,184.37710136947845
14.2,413.6,20.8,17.0,23.1,55.6,8.4,27.3,165.27878876406098
15.2,456.5,32.1,13.6,15.8,69.5,7.8,25.9,171.45568390207626
13.8,453.5494221,32.6,12.1,16.0,73.4,6.5,23.4,169.1026011548768
14.8,459.8,30.4,15.3,18.5,64.1,8.9,34.1,177.2868035045426
19.9,401.1,25.6,9.3,13.1,68.1,2.9,47.2,152.76971205410803
6.3,503.6,44.0,20.4,25.2,54.9,13.2,60.8,215.9510779757565
12.7,453.5494221,41.0,17.4,15.6,69.3,7.3,22.8,178.2509169079396
12.5,453.5494221,40.6,10.3,13.0,77.7,4.4,30.5,171.85847622300977
13.4,453.5494221,42.4,12.8,14.9,76.1,3.3,20.7,170.454433779267
14.0,425.0,41.2,20.2,13.3,74.0,7.2,19.6,171.1744659057058
15.4,424.8,31.3,15.0,16.4,64.6,5.1,28.7,165.356008805172
15.0,511.3,33.3,13.3,16.8,72.6,6.6,33.8,184.52033302319091
8.2,465.2,42.7,8.9,14.9,75.2,9.9,36.0,183.69417958204826
17.4,453.5494221,37.7,10.4,12.6,74.7,1.9,29.1,164.67854390709516
19.5,475.3,25.2,8.9,10.4,83.1,2.7,19.6,157.5800100293285
12.8,478.8,25.8,14.7,25.5,56.4,10.3,27.5,181.8149726042335
18.5,388.1,27.1,21.8,15.6,60.4,4.1,22.4,156.32320212510706
12.1,448.8,34.5,10.4,12.1,75.6,5.2,43.5,173.5201376129037
13.0,453.5494221,36.6,12.9,14.0,71.7,3.7,44.7,176.53554054310786
26.5,423.0,21.1,7.9,10.7,81.1,5.1,31.2,142.63377737959763
20.4,398.7,34.9,13.6,13.6,76.5,8.0,31.2,155.57473562048958
6.6,381.3,36.5,25.4,25.4,49.5,20.6,18.1,183.9111294938927
20.9,493.4,24.3,9.9,14.1,73.3,7.5,33.3,169.22283021700196
14.0,492.4,41.1,11.6,11.1,71.7,0.4,20.7,175.4307520481297
17.6,518.1,30.0,6.3,7.5,84.8,2.9,33.8,172.02984366535972
17.8,464.3,31.7,13.0,22.6,70.7,8.9,27.9,171.5026829502539
9.0,469.5,38.9,18.3,21.4,61.5,8.9,28.1,189.2953039258271
22.5,432.5,20.7,7.1,9.3,75.6,4.7,37.8,150.25317301157665
12.5,453.5494221,29.6,11.5,12.9,71.7,3.1,20.6,165.9954020019447
8.6,461.8,38.9,25.9,27.6,49.4,10.9,35.8,199.61327310874103
12.9,396.8,42.6,11.1,15.1,73.6,6.4,27.4,162.01464363382044
10.5,502.7,36.7,17.7,24.1,61.5,7.2,28.8,192.93875859643475
25.8,392.0,20.5,13.6,9.1,82.7,3.0,17.7,135.23668821580426
13.9,478.2,37.2,15.4,20.8,65.5,7.2,32.5,183.11222450312653
7.8,361.2,40.2,25.8,20.2,60.6,1.2,37.7,171.79632372821615
11.7,389.9,36.3,27.3,29.6,52.0,9.9,39.7,181.70249039353357
5.0,472.0,42.1,21.6,22.9,60.5,10.3,42.2,202.50105755344677
7.9,465.5,44.0,12.1,15.2,74.4,3.4,26.2,180.32195567141127
9.9,398.5,43.5,16.7,18.1,65.1,4.3,26.4,169.8685471823235
12.2,495.3,34.5,14.5,17.2,59.6,6.9,32.1,187.14383594735483
21.4,471.5,27.4,7.5,11.8,81.8,6.8,21.1,157.97073754894038
18.3,485.1,23.6,28.8,23.9,55.5,12.4,24.9,188.0198143767395
18.0,485.0,28.3,19.6,22.5,65.3,10.6,29.6,181.72233257718344
15.3,450.8,26.0,17.6,19.2,65.6,12.6,34.5,177.09427994997898
10.6,502.3,35.1,16.7,21.1,59.2,9.0,33.7,194.0932384031316
16.8,456.9,28.5,9.7,10.2,82.7,3.0,29.2,161.12774984706246
15.2,475.8,32.7,9.9,12.4,80.2,4.9,25.4,169.04077159918782
6.7,424.5,42.2,25.0,24.1,58.0,13.8,34.3,193.75962057663034
14.7,447.6,40.6,16.6,16.4,68.1,4.9,45.4,179.6019438850236
6.7,356.3,41.3,20.0,27.0,54.0,11.5,38.7,176.07554097090087
11.4,400.2,21.7,14.3,30.9,48.9,10.4,41.9,170.58068230893264
7.6,487.1,35.3,19.9,23.5,57.8,10.9,29.8,196.66881227811905
13.7,530.2,37.6,8.5,14.3,77.4,7.8,30.2,186.52970080203775
12.6,447.8,36.0,10.2,17.2,71.2,9.7,31.3,173.58636034562477
20.9,460.9,32.4,7.0,11.2,80.9,5.0,38.8,161.82550498583953
11.7,330.9,30.1,17.6,22.8,61.6,10.6,36.3,157.0500815253174
10.1,432.6,36.1,15.1,18.7,68.0,6.6,45.2,179.2171554392512
24.3,430.2,23.7,12.0,13.2,74.1,4.9,31.7,151.69494855025053
12.3,463.1,29.3,18.5,23.0,55.3,12.3,42.5,188.64314540483002
11.4,456.3,45.1,15.2,17.0,70.3,7.0,45.9,186.36555601307916
8.9,460.6,33.1,17.1,22.4,50.5,3.8,44.2,187.91603918609837
6.1,480.2,43.3,20.3,24.0,60.2,10.9,44.6,203.83881724795043
10.6,473.8,32.1,24.7,28.3,53.7,8.5,45.3,197.33696157046631
7.3,458.9,50.1,16.5,17.7,71.6,8.2,47.1,194.61974917995252
5.3,511.9,43.0,26.1,35.4,45.1,14.8,54.6,224.10020006782932
12.4,490.6,40.3,10.7,16.5,75.8,6.5,39.6,184.40782877029392
20.2,485.2,28.9,11.2,13.5,75.7,4.8,39.7,170.61092498015591
17.0,408.4,24.6,12.9,17.0,63.9,7.7,32.9,159.20459000346875
14.3,455.1,33.9,26.4,19.0,67.3,10.2,18.5,182.12574059432455
20.3,460.3,35.0,9.1,10.5,81.4,5.6,22.8,160.4610192333201
19.1,430.4,33.1,15.4,13.9,73.2,8.1,23.3,162.56076265903303
20.7,474.0,25.8,14.8,17.3,64.4,6.5,31.0,170.0037178308303
12.5,448.2,35.6,16.8,18.7,69.8,9.7,34.3,179.70991235282926
12.8,360.7,25.3,24.0,25.2,54.7,9.7,12.8,159.28307241912862
8.1,511.5,41.8,26.2,30.3,55.3,9.5,42.3,212.09246490111533
9.7,577.4,40.8,12.3,16.1,74.0,7.4,33.5,205.79052707285322
11.1,453.5494221,30.2,13.7,19.1,61.1,13.6,36.7,182.42815200786842
12.8,453.5494221,33.0,12.1,13.6,75.2,5.6,20.6,168.39569079423467
15.5,398.9,28.8,11.8,13.5,64.5,7.0,72.1,169.87619587129788
16.7,411.7,40.7,11.0,12.3,77.2,0.5,10.8,151.55704924303816
16.5,470.6,32.8,11.3,17.5,70.2,6.0,35.1,173.2801770786585
20.0,357.5,35.5,16.0,20.1,59.7,5.7,29.3,150.6688442677025
9.4,375.8,39.5,27.9,27.3,45.5,9.8,38.5,183.15133963203644
8.5,415.7,28.9,20.7,20.8,54.4,10.3,31.4,179.39578783357948
22.3,450.2,22.8,22.6,13.5,77.3,6.5,14.3,160.81701808238174
12.7,587.4,36.7,14.2,18.6,59.9,7.9,49.4,212.31775893506358
19.7,483.6,25.8,15.5,19.5,66.3,8.0,40.2,176.8850984621379
9.1,405.5,50.1,15.0,16.5,59.9,4.6,27.9,174.74373914396665
8.4,500.5,37.7,18.8,22.6,58.0,12.3,39.5,202.3456608097937
7.9,534.8,38.2,17.0,26.7,55.9,6.8,36.5,205.37892158191218
9.2,536.2,40.8,12.3,13.8,77.0,7.6,45.7,200.51696547515496
14.6,409.3,31.7,14.0,18.3,59.0,7.8,31.2,165.71257404666562
7.8,380.1,36.7,25.6,22.6,51.7,14.6,40.7,184.98909393603466
11.5,448.8,40.5,10.9,16.4,65.7,8.3,33.2,177.66188599101426
17.5,489.2,22.6,21.9,24.0,58.5,12.1,25.0,183.5072702093626
13.5,425.1,43.9,17.0,13.4,73.2,7.8,22.0,171.52225949091152
14.1,411.8,25.8,14.4,14.5,64.4,8.6,37.7,165.94689098662423
7.9,488.3,36.4,20.4,22.3,58.8,10.2,43.4,200.63445957301622
18.0,449.0,30.6,14.7,16.4,69.0,6.6,23.8,166.21677509867382
12.1,453.5494221,33.6,17.7,18.6,67.8,4.7,20.7,174.54902074824267
10.1,496.9,43.5,19.2,17.9,61.9,4.4,43.9,197.9076708948317
16.6,395.4,25.9,12.6,21.1,63.8,9.2,30.7,157.69617576808224
7.4,460.0,34.5,20.2,19.7,64.9,9.9,29.3,188.828755137489
12.2,427.4,35.7,13.7,18.0,68.8,6.6,36.1,172.11088182238112
9.0,393.0,29.5,20.2,27.5,53.2,12.7,34.1,176.87711542107493
5.6,355.2,38.1,25.6,18.3,56.3,17.1,55.3,186.99297341472348
10.4,506.8,34.4,19.5,23.0,55.8,9.7,34.6,198.44434009030002
13.8,396.8,28.5,16.2,18.6,68.6,11.6,28.8,164.25484730570014
13.7,424.5,31.0,8.4,9.9,78.2,4.5,24.3,157.5194555570291
9.2,456.5,48.2,14.3,18.5,67.2,6.9,45.4,189.468488672365
10.3,444.5,39.3,19.2,17.3,63.1,4.5,27.0,180.03986094565698
18.3,452.4,24.4,14.6,19.1,66.6,6.9,35.6,168.39233908676982
13.7,490.8,29.7,14.3,21.3,64.0,12.9,28.6,184.94735120530498
16.1,275.6,27.9,13.4,14.2,61.1,3.7,31.3,131.06170751131242
15.7,501.8,27.7,14.7,17.0,65.2,10.2,32.0,183.71248374613538
11.3,434.6,37.5,17.6,22.0,55.1,7.0,43.7,183.11908357053326
11.6,408.4,37.2,18.8,23.5,52.4,9.2,43.5,179.91820658403796
26.1,420.0,15.2,8.5,14.2,74.1,7.7,25.8,142.0782097480711
23.7,486.7,20.3,10.4,14.8,73.6,7.6,26.6,162.10403145943994
17.7,425.6,39.1,12.4,14.8,75.8,4.1,35.0,163.4861414909562
9.8,422.9,34.9,30.6,27.3,29.9,19.9,32.7,200.10755308296032
9.7,507.4,41.7,18.3,21.7,59.2,8.3,22.9,196.23949299440835
25.9,462.1,21.6,16.8,15.0,68.4,7.7,23.3,160.04125837873306
6.3,527.3,34.2,25.0,25.8,50.6,10.1,28.8,210.39832479502775
21.1,509.4,34.9,8.9,11.2,81.0,5.9,32.0,172.8015826768687
9.6,442.0,40.8,21.8,25.4,47.3,8.7,41.5,192.65563098415612
6.2,425.3,38.9,29.8,32.1,45.2,13.2,40.7,200.94653730746705
7.0,373.2,37.5,25.9,17.3,56.5,14.3,41.2,183.5974474144193
9.7,499.6,41.1,21.7,25.3,57.5,9.2,36.5,201.86873255717995
5.3,460.3,37.8,34.1,22.4,49.2,18.7,25.1,209.4749728596827
14.9,466.8,29.8,15.4,18.9,67.7,9.7,33.6,178.2663966071642
5.6,470.4,39.9,31.1,27.8,50.0,8.2,36.3,206.97347814714894
13.2,466.5,38.6,10.6,17.7,66.0,1.6,37.4,176.00051644960013
14.8,490.7,32.7,20.5,14.2,59.0,10.6,44.9,193.22997847580484
14.8,512.4,30.4,20.4,22.0,59.2,8.3,41.1,194.89504286312626
13.6,444.6,32.3,14.0,15.8,69.2,4.0,27.9,169.18288704355993
16.1,389.4,25.6,15.6,23.3,59.7,10.0,29.5,160.01981470219317
11.3,453.5494221,40.1,16.9,15.8,69.4,3.5,39.1,181.2564451096464
11.2,399.5,39.9,9.2,10.1,79.4,4.2,24.9,158.40628857511535
25.6,463.3,21.3,9.5,15.0,73.8,7.9,33.6,157.20719264376163
17.5,408.2,32.3,10.4,13.2,73.4,2.3,28.1,153.1917915954928
19.1,420.4,27.5,15.5,15.0,70.0,5.6,40.7,162.5060118167161
18.7,294.6,21.1,13.1,17.8,56.3,7.1,48.7,137.8917080223913
6.9,428.8,33.9,22.3,27.1,51.4,10.2,33.0,188.13010577919394
8.0,365.4,36.7,17.9,23.5,56.7,8.0,39.5,170.8506917839591
18.4,514.4,32.0,14.5,20.2,70.3,6.9,26.3,180.95509254850143
20.8,456.2,30.6,5.9,9.8,84.5,4.6,30.1,155.9854262187385
29.3,486.2,23.2,7.3,9.3,82.4,5.9,28.6,153.03833654632078
8.2,369.8,48.5,11.6,16.8,67.7,6.2,32.2,165.8363765884665
19.0,435.3,28.4,7.9,10.6,80.0,5.2,33.1,156.0142540701875
18.9,484.5,34.6,13.7,15.4,71.5,6.4,36.2,176.54232318005822
10.5,508.0,37.1,24.3,24.5,59.2,10.8,40.2,204.96708694676082
15.5,435.5,33.7,18.2,18.4,63.2,6.1,60.0,180.74592868323802
15.1,442.3,30.9,11.5,14.7,76.3,2.9,23.4,161.61715761792973
11.7,484.4,48.0,12.9,17.4,69.0,5.6,41.2,189.45499145729966
11.3,481.9,38.3,16.6,21.6,60.2,9.0,52.8,195.57920952130019
4.6,350.0,50.1,20.2,18.1,58.5,12.1,39.7,179.50089786492077
17.7,490.4,31.2,11.1,17.5,74.1,8.3,37.2,176.87394356893213
16.4,475.7,37.0,10.4,15.6,69.6,5.8,44.0,177.771000630886
7.6,492.7,39.2,22.0,23.1,56.5,10.1,35.9,202.3369116198042
9.2,423.0,31.4,23.6,27.1,53.6,12.6,31.4,185.32207792869386
13.4,432.2,34.6,17.5,21.9,62.0,7.8,35.6,176.388368983944
13.0,506.0,31.0,17.9,25.7,60.1,7.0,33.4,190.7663174882499
34.8,347.1,17.9,7.8,8.6,72.2,4.4,32.4,118.61812979647348
7.7,429.4,30.5,23.9,24.5,46.9,14.6,26.4,188.7530086474542
14.1,422.4,33.8,17.7,20.2,59.7,9.1,29.5,172.80688417602087
18.3,447.3,34.8,15.7,14.0,68.5,3.3,23.6,165.7569127379136
22.1,455.7,22.5,16.1,16.4,69.5,9.4,27.3,164.2647386042386
15.3,307.6,34.7,14.8,17.7,54.4,6.8,41.3,148.32972823710406
9.8,453.5494221,33.3,16.2,19.8,65.3,4.0,10.1,172.59784905374232
8.5,453.5494221,24.8,15.7,17.2,61.5,9.0,23.7,177.6704660631448
7.2,426.9,38.0,26.7,22.0,49.2,13.8,41.4,196.8564783156328
7.9,432.0,31.1,28.2,27.0,49.6,10.1,21.9,188.21590652582722
25.4,420.1,22.7,15.8,14.3,69.4,8.2,26.4,152.30315680416365
10.7,516.6,31.2,19.3,22.6,51.9,7.7,34.8,198.3549628489064
8.0,453.5494221,39.7,13.8,24.9,64.6,9.8,40.1,187.5559879160608
19.9,440.9,26.9,14.4,14.6,74.8,5.8,26.6,160.2494680935523
20.0,448.5,27.8,14.6,15.2,71.0,8.9,28.4,165.33304061138153
11.2,524.2,33.2,18.8,21.9,59.3,11.5,36.3,201.2729715183332
8.7,462.7,36.5,30.4,27.1,48.3,10.4,30.5,200.46745495938836
15.6,480.5,26.9,23.4,18.7,63.0,10.9,33.5,186.80583106429398
9.8,463.1,36.6,28.9,18.8,61.3,9.4,29.4,194.68494818157131
9.5,512.4,39.2,16.7,20.8,66.0,7.1,36.4,197.2686190581541
14.2,318.9,37.2,10.6,10.3,67.6,5.0,34.6,143.817621995821
14.0,437.0,33.4,10.5,9.0,80.5,10.6,36.2,168.97640334225463
7.5,459.9,45.3,21.9,23.8,58.8,10.5,52.4,202.36070715983598
17.9,459.6,36.8,7.7,12.8,79.3,4.2,41.4,167.27354269691386
19.1,345.3,27.9,10.0,11.3,80.6,6.5,21.9,135.81168016704038
8.5,459.8,50.3,18.1,19.7,63.4,7.8,39.2,193.9541579620357
9.0,325.3,29.5,28.5,37.8,40.1,19.8,36.4,176.66193577826422
19.3,510.8,27.0,18.8,7.4,80.6,16.5,40.0,187.70422769482676
11.3,454.4,34.4,21.3,23.5,61.1,9.0,32.6,185.97533013646873
21.5,507.6,28.4,9.5,13.1,76.3,5.2,29.9,169.94017820418432
7.3,410.9,30.1,27.7,25.3,49.0,11.3,30.8,186.85446963526098
9.9,443.1,49.1,8.9,12.1,79.3,5.5,39.6,177.27020400970963
23.3,376.2,15.8,27.1,13.5,76.0,10.2,16.6,148.04576049382553
9.2,535.7,49.4,11.1,13.2,74.2,7.7,35.0,200.20346239662214
9.3,500.7,43.8,18.9,19.4,64.2,6.5,48.1,201.55786453912395
21.1,410.8,28.6,11.7,19.4,59.7,5.7,44.4,159.34432166814236
15.6,482.0,29.7,7.3,6.3,82.6,3.2,41.4,169.62133173537904
14.0,379.5,29.5,18.3,26.6,53.9,8.1,32.8,164.45020212646494
8.9,448.2,42.1,25.9,22.4,56.1,9.8,41.1,196.999871565599
11.7,452.5,33.7,20.5,21.0,56.8,10.5,44.5,189.21311204193904
10.0,518.9,39.1,20.8,22.5,59.6,10.4,39.1,205.147533647651
23.2,488.6,23.6,21.5,26.3,64.8,8.7,21.2,173.887924414323
9.9,444.6,25.0,21.6,29.8,52.1,14.8,35.5,188.26094877684756
6.1,459.1,42.8,28.5,25.7,54.2,9.6,46.9,206.29090946464564
12.9,461.9,32.3,17.5,19.6,63.6,11.2,37.0,184.29809332098438
14.8,480.2,27.9,16.2,21.0,63.5,9.9,34.4,182.28482014419683
10.4,413.5,38.8,18.1,21.8,62.3,9.5,26.4,175.7036107584142
19.3,454.6,28.8,13.0,17.5,67.6,7.5,33.4,167.8169376987218
15.9,453.5494221,32.1,15.1,15.5,64.1,11.8,38.4,178.17851608074446
25.4,463.9,15.7,14.3,10.2,82.2,7.4,15.4,151.67590942413736
30.3,453.5494221,17.8,13.0,15.2,75.4,6.0,22.5,147.2910252181433
15.2,430.4,29.5,16.8,18.0,68.1,7.1,29.3,168.27888825297183
24.5,390.1,21.1,7.9,8.7,75.3,5.2,42.9,141.88909228099487
7.2,438.5,31.7,35.3,36.0,39.3,18.1,23.4,203.4215433188847
8.4,456.2,40.5,26.1,24.7,57.8,7.5,40.5,197.01848453524767
9.2,456.2,42.1,27.4,32.2,46.5,9.4,32.8,199.22120139987737
9.4,420.3,25.1,22.3,33.1,45.8,7.5,29.8,179.4273238746291
24.0,413.3,27.7,9.8,9.3,60.4,3.0,72.5,160.91503622430588
14.3,416.8,25.9,22.5,28.6,53.6,10.4,23.4,172.67803347802607
16.1,478.1,37.1,9.9,14.8,75.6,5.7,38.7,175.56966849808043
17.3,378.7,26.6,17.4,13.8,71.2,7.2,30.6,154.29595339539256
16.4,453.5494221,27.4,11.5,11.3,76.6,2.4,27.0,161.8555348969407
5.7,480.3,44.4,25.3,28.9,53.5,18.7,43.5,214.26725704801402
13.1,439.7,43.5,15.4,19.0,65.2,6.3,42.2,180.29546445104853
27.8,453.5494221,21.6,7.3,10.6,82.2,5.0,30.2,147.0285071888826
